repeat,fold,split_id,evaluation,method,accuracy,balanced_accuracy,macro_f1,log_loss,brier
1,2,R1F2,transport_FPG,GALIATSATOS/PLA-BN TAN,0.6411042944785276,0.4587525150905433,0.4425222948971344,0.8787212866561841,0.5144411107627035
1,2,R1F2,transport_OGTT,GALIATSATOS/PLA-BN TAN,0.6993865030674846,0.3546815803716399,0.3175088217105024,0.7529684568129982,0.42935767246308526
1,2,R1F2,canonical_max_severity,Operator-aware logistic EM,0.6288343558282209,0.4618618618618619,0.43660294205228994,0.806557796209345,0.49518295629168396
1,2,R1F2,transport_HbA1c,Operator-aware logistic EM,0.6196319018404908,0.3333333333333333,0.255050505050505,0.6712825663759678,0.42569034932059485
1,2,R1F2,transport_FPG,Operator-aware logistic EM,0.6349693251533742,0.45433470387542646,0.4387344512755571,0.7963479567279818,0.4871420952419978
1,2,R1F2,transport_OGTT,Operator-aware logistic EM,0.7392638036809815,0.3333333333333333,0.28336272780717225,0.6498899956428825,0.37078973149251676
1,2,R1F2,canonical_max_severity,Oracle-label logistic,0.6625766871165644,0.46626626626626627,0.44905108088005957,0.7698522263268123,0.46808348268843664
1,2,R1F2,transport_HbA1c,Oracle-label logistic,0.6196319018404908,0.3333333333333333,0.255050505050505,0.6702519668231725,0.4264286596133682
1,2,R1F2,transport_FPG,Oracle-label logistic,0.6441717791411042,0.4572215904120374,0.44171122994652406,0.800730597763734,0.48707669512230706
1,2,R1F2,transport_OGTT,Oracle-label logistic,0.7392638036809815,0.3333333333333333,0.28336272780717225,0.6576447275326207,0.37428486485969886
1,3,R1F3,canonical_max_severity,GALIATSATOS/PLA-BN TAN,0.48773006134969327,0.3752372145870351,0.374139488521322,1.2486689852500172,0.6926910020171787
